"",player_id,name,current_club_id,current_club_name,country_of_citizenship,country_of_birth,city_of_birth,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,agent_name,contract_expiration_date,current_club_domestic_competition_id,first_name,last_name,player_code,image_url,last_season,url,#,Unnamed: 1,Overall Score,Potential Score,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
10,210081,Didier Ndong,19789,Yeni Malatyaspor,Gabon,Gabon,Lambaréné,1994-06-17,Midfield,Central Midfield,Right,179,1500000.0,10000000.0,Cosmosport,2023-06-30,TR1,Didier,Ndong,didier-ndong,https://img.a.transfermarkt.technology/portrait/header/210081-1546002374.jpg?lm=1,2021,https://www.transfermarkt.co.uk/didier-ndong/profil/spieler/210081,5841,5840,69,70,179,75,28,Right,65.0,63.0,67.000000,67.333333,74.428571,59.125,12.2
11,292174,Gaston Campi,19789,Yeni Malatyaspor,Argentina,Argentina,Lanús,1991-04-06,Defender,Centre-Back,Left,193,375000.0,1800000.0,Juan Ignacio Dávola,2023-12-31,TR1,Gastón,Campi,gaston-campi,https://img.a.transfermarkt.technology/portrait/header/292174-1599758025.jpeg?lm=1,2021,https://www.transfermarkt.co.uk/gaston-campi/profil/spieler/292174,6754,6753,68,68,193,83,31,Left,65.5,68.0,65.000000,61.333333,47.142857,49.625,10.2
12,191407,Oussama Haddadi,19789,Yeni Malatyaspor,Tunisia,Tunisia,Tunis,1992-01-28,Defender,Centre-Back,Left,185,800000.0,3500000.0,NaN,2024-06-30,TR1,Oussama,Haddadi,oussama-haddadi,https://img.a.transfermarkt.technology/portrait/header/191407-1546589923.jpg?lm=1,2021,https://www.transfermarkt.co.uk/oussama-haddadi/profil/spieler/191407,6511,6510,68,68,185,76,31,Left,62.0,69.0,63.833333,62.666667,67.142857,45.250,9.8
13,225335,Wallace,19789,Yeni Malatyaspor,Brazil,Brazil,Rio de Janeiro,1994-10-14,Defender,Centre-Back,Right,191,1000000.0,9000000.0,Gestifute,2023-12-31,TR1,NaN,Wallace,wallace,https://img.a.transfermarkt.technology/portrait/header/225335-1629973944.png?lm=1,2021,https://www.transfermarkt.co.uk/wallace/profil/spieler/225335,2682,2681,73,75,191,85,28,Right,48.5,71.0,58.000000,47.666667,63.571429,38.250,11.6
14,308278,Rey Manaj,3522,Spezia Calcio,Albania,Albania,Lushnjë,1997-02-24,Attack,Centre-Forward,Right,182,1500000.0,1500000.0,Niagara Sports Company,2025-06-30,IT1,Rey,Manaj,rey-manaj,https://img.a.transfermarkt.technology/portrait/header/308278-1630594706.jpg?lm=1,2021,https://www.transfermarkt.co.uk/rey-manaj/profil/spieler/308278,3209,3208,72,76,182,76,26,Right,72.0,17.5,56.000000,52.333333,67.714286,65.000,9.4
15,459661,Eddie Salcedo,3522,Spezia Calcio,Italy,Italy,Genova,2001-10-01,Attack,Centre-Forward,Right,178,2700000.0,10000000.0,YOU FIRST,2023-06-30,IT1,Eddie,Salcedo,eddie-salcedo,https://img.a.transfermarkt.technology/portrait/header/459661-1589803882.jpg?lm=1,2021,https://www.transfermarkt.co.uk/eddie-salcedo/profil/spieler/459661,6421,6420,68,79,178,74,21,Right,77.5,33.5,52.666667,61.333333,71.000000,58.625,9.4
16,538974,Janis Antiste,3522,Spezia Calcio,France,France,Toulouse,2002-08-18,Attack,Centre-Forward,Right,183,4000000.0,4500000.0,Classico,2023-06-30,IT1,Janis,Antiste,janis-antiste,https://img.a.transfermarkt.technology/portrait/header/538974-1662014968.jpg?lm=1,2021,https://www.transfermarkt.co.uk/janis-antiste/profil/spieler/538974,6257,6256,68,79,182,77,20,Right,70.0,14.5,48.000000,47.666667,69.285714,62.375,11.8
17,482836,David Strelec,3522,Spezia Calcio,Slovakia,Slovakia,Nové Zámky,2001-04-04,Attack,Centre-Forward,Left,185,1300000.0,1500000.0,Atlas Sports,2026-06-30,IT1,David,Strelec,david-strelec,https://img.a.transfermarkt.technology/portrait/header/482836-1581332161.png?lm=1,2021,https://www.transfermarkt.co.uk/david-strelec/profil/spieler/482836,10690,10689,64,72,185,75,21,Left,64.5,30.0,53.666667,51.333333,56.714286,57.375,9.6
18,344595,Aurelien Nguiamba,3522,Spezia Calcio,France,France,Colmar,1999-01-18,Midfield,Defensive Midfield,Left,179,300000.0,500000.0,BS Group - BS Law,2024-06-30,IT1,Aurélien,Nguiamba,aurelien-nguiamba,https://img.a.transfermarkt.technology/portrait/header/344595-1538129984.jpg?lm=1,2021,https://www.transfermarkt.co.uk/aurelien-nguiamba/profil/spieler/344595,11101,11100,64,71,179,73,24,Left,62.0,58.5,61.833333,59.666667,67.571429,45.500,10.4
19,287367,Luca Vignali,3522,Spezia Calcio,Italy,Italy,La Spezia,1996-01-11,Defender,Right-Back,Right,186,1000000.0,1300000.0,NaN,2025-06-30,IT1,Luca,Vignali,luca-vignali,https://img.a.transfermarkt.technology/portrait/header/287367-1602507229.jpg?lm=1,2021,https://www.transfermarkt.co.uk/luca-vignali/profil/spieler/287367,5678,5677,69,70,186,75,27,Right,65.0,64.5,61.666667,63.666667,68.857143,57.625,9.6
20,372809,Petko Hristov,3522,Spezia Calcio,Bulgaria,Bulgaria,Sofia,1999-03-01,Defender,Centre-Back,Right,191,1000000.0,1000000.0,PMRS Management,2025-06-30,IT1,Petko,Hristov,petko-hristov,https://img.a.transfermarkt.technology/portrait/header/372809-1625041214.jpg?lm=1,2021,https://www.transfermarkt.co.uk/petko-hristov/profil/spieler/372809,7570,7569,67,75,191,85,24,Right,38.0,71.5,54.666667,41.000000,51.428571,39.125,9.4
21,167342,Adrian Grbic,1158,Fc Lorient,Austria,Austria,Wien,1996-08-04,Attack,Centre-Forward,Both,188,1200000.0,9000000.0,NaN,2025-06-30,FR1,Adrian,Grbic,adrian-grbic,https://img.a.transfermarkt.technology/portrait/header/167342-1540456985.jpg?lm=1,2021,https://www.transfermarkt.co.uk/adrian-grbic/profil/spieler/167342,6507,6506,68,71,188,82,26,Right,65.0,21.0,54.833333,50.000000,65.428571,69.500,10.4
22,810411,Pablo Pagis,1158,Fc Lorient,France,France,Montbéliard,2002-12-29,Attack,Centre-Forward,Both,181,600000.0,600000.0,ASI MANAGEMENT,2023-06-30,FR1,Pablo Solari,Pagis,pablo-pagis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/pablo-pagis/profil/spieler/810411,14676,14675,60,76,181,67,20,Right,58.0,18.0,44.000000,41.666667,61.428571,56.375,8.8
23,704270,Sambou Soumano,1158,Fc Lorient,Senegal,Senegal,Dakar,2001-01-03,Attack,Centre-Forward,NaN,182,900000.0,1200000.0,SPOCS Global Sports,2023-06-30,FR1,Sambou,Soumano,sambou-soumano,https://img.a.transfermarkt.technology/portrait/header/704270-1645697334.jpg?lm=1,2021,https://www.transfermarkt.co.uk/sambou-soumano/profil/spieler/704270,7270,7269,67,76,182,75,22,Right,71.5,18.5,47.500000,47.333333,61.714286,58.125,9.2
24,412671,Quentin Boisgard,1158,Fc Lorient,France,France,Toulouse,1997-03-17,Attack,Attacking Midfield,Right,174,1500000.0,2500000.0,score agencies,2023-06-30,FR1,Quentin,Boisgard,quentin-boisgard,https://img.a.transfermarkt.technology/portrait/header/412671-1563890526.jpg?lm=1,2021,https://www.transfermarkt.co.uk/quentin-boisgard/profil/spieler/412671,4728,4727,70,73,174,75,25,Right,73.0,58.5,64.166667,72.666667,64.000000,62.250,8.4
25,804547,Redwan Bourles,1158,Fc Lorient,France,France,Lorient,2003-01-02,Midfield,Left Midfield,Left,186,300000.0,300000.0,NaN,NaN,FR1,Redwan,Bourlès,redwan-bourles,https://img.a.transfermarkt.technology/portrait/header/804547-1632771810.jpg?lm=1,2021,https://www.transfermarkt.co.uk/redwan-bourles/profil/spieler/804547,13956,13955,61,74,186,74,20,Right,65.0,54.0,52.666667,67.000000,54.428571,51.500,9.4
26,127182,Thomas Monconduit,1158,Fc Lorient,France,France,Drancy,1991-02-10,Midfield,Defensive Midfield,Right,184,1000000.0,3500000.0,Bemavõ corp,2025-06-30,FR1,Thomas Kaminski,Monconduit,thomas-monconduit,https://img.a.transfermarkt.technology/portrait/header/127182-1593969721.jpg?lm=1,2021,https://www.transfermarkt.co.uk/thomas-monconduit/profil/spieler/127182,3487,3486,72,72,184,83,32,Right,67.5,70.0,68.666667,69.000000,62.571429,60.500,12.2
27,562175,Ronny Labonne,1158,Fc Lorient,France,Martinique,Le Lamentin,1997-09-14,Defender,Right-Back,Right,0,500000.0,500000.0,MVP Sports Management,2024-06-30,FR1,Ronny,Labonne,ronny-labonne,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/ronny-labonne/profil/spieler/562175,14582,14581,60,65,180,76,25,Right,61.0,61.0,56.166667,58.333333,66.000000,39.875,9.4
28,648886,Samuel Loric,1158,Fc Lorient,France,France,Vannes,2000-07-05,Defender,Left-Back,Left,183,500000.0,600000.0,MVP Sports Management,2023-06-30,FR1,Samuel Portugal Lima,Loric,samuel-loric,https://img.a.transfermarkt.technology/portrait/header/648886-1598966686.png?lm=1,2021,https://www.transfermarkt.co.uk/samuel-loric/profil/spieler/648886,10981,10980,64,71,183,73,22,Left,62.0,70.0,53.333333,50.666667,62.571429,33.875,9.8
29,799936,Loris Mouyokolo,1158,Fc Lorient,France,France,Drancy,2001-05-22,Defender,Centre-Back,Right,194,500000.0,500000.0,TTMA,2023-06-30,FR1,Loris,Mouyokolo,loris-mouyokolo,https://img.a.transfermarkt.technology/portrait/header/799936-1666191819.JPG?lm=1,2021,https://www.transfermarkt.co.uk/loris-mouyokolo/profil/spieler/799936,12074,12073,63,73,194,85,21,Right,45.0,65.5,48.833333,41.333333,61.285714,39.625,9.4
30,57134,Matthieu Dreyer,1158,Fc Lorient,France,France,Straßburg,1989-03-20,Goalkeeper,NaN,Right,188,300000.0,950000.0,LB SPORT & MANAGEMENT,2024-06-30,FR1,Matthieu,Dreyer,matthieu-dreyer,https://img.a.transfermarkt.technology/portrait/header/57134-1604333929.jpg?lm=1,2021,https://www.transfermarkt.co.uk/matthieu-dreyer/profil/spieler/57134,4289,4288,71,71,188,81,33,Right,18.5,12.0,30.833333,26.333333,50.857143,17.375,70.6
31,593315,Thomas Callens,1158,Fc Lorient,France,France,Brest,1998-09-06,Goalkeeper,NaN,Left,182,150000.0,150000.0,NaN,2023-06-30,FR1,Thomas Kaminski,Callens,thomas-callens,https://img.a.transfermarkt.technology/portrait/header/593315-1662835240.png?lm=1,2021,https://www.transfermarkt.co.uk/thomas-callens/profil/spieler/593315,15546,15545,59,65,182,81,24,Left,12.0,10.5,26.333333,17.666667,35.714286,15.000,60.2
32,412829,Leo Petrot,1158,Fc Lorient,France,France,Firminy,1997-04-15,Defender,Centre-Back,Left,188,700000.0,1000000.0,NaN,2025-06-30,FR1,Léo,Pétrot,leo-petrot,https://img.a.transfermarkt.technology/portrait/header/412829-1632771558.jpg?lm=1,2021,https://www.transfermarkt.co.uk/leo-petrot/profil/spieler/412829,5414,5413,69,73,188,81,25,Left,53.0,72.5,54.166667,49.666667,64.285714,39.000,9.6
33,268093,Reinaldo Lenis,553,Ionikos Nikeas,Colombia,Colombia,Santiago de Cali,1992-07-20,Attack,Right Winger,Right,180,300000.0,700000.0,NaN,NaN,GR1,Reinaldo,Lenis,reinaldo-lenis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/reinaldo-lenis/profil/spieler/268093,4101,4100,71,71,181,76,30,Right,71.5,34.0,56.500000,66.666667,68.857143,59.875,12.6
34,45335,Alberto Bueno,553,Ionikos Nikeas,Spain,Spain,Madrid,1988-03-20,Attack,Second Striker,Right,178,150000.0,7500000.0,NaN,NaN,GR1,Alberto,Bueno,alberto-bueno,https://img.a.transfermarkt.technology/portrait/header/45335-1542121266.jpg?lm=1,2021,https://www.transfermarkt.co.uk/alberto-bueno/profil/spieler/45335,9567,9566,65,65,191,92,30,Right,44.0,65.5,51.166667,50.333333,61.857143,41.000,11.2
35,323589,Dalcio,553,Ionikos Nikeas,Guinea-Bissau,Portugal,Almada,1996-05-22,Midfield,Central Midfield,Left,186,600000.0,900000.0,Universal Twenty Two,2024-05-31,GR1,NaN,Dálcio,dalcio,https://img.a.transfermarkt.technology/portrait/header/323589-1548346927.jpg?lm=1,2021,https://www.transfermarkt.co.uk/dalcio/profil/spieler/323589,7779,7778,67,70,180,67,26,Left,72.0,63.0,64.333333,63.000000,69.000000,59.375,9.2
36,304813,Didier Delgado,553,Ionikos Nikeas,Colombia,Colombia,Istmina,1992-07-25,Defender,Right-Back,Right,181,300000.0,1000000.0,NaN,NaN,GR1,Didier,Delgado,didier-delgado,https://img.a.transfermarkt.technology/portrait/header/304813-1625134690.jpg?lm=1,2021,https://www.transfermarkt.co.uk/didier-delgado/profil/spieler/304813,10397,10396,65,65,181,76,32,Left,48.5,65.5,57.833333,51.333333,64.285714,45.375,12.2
37,349820,Luan Sendeiro,553,Ionikos Nikeas,Brazil,Brazil,Campo Grande,1996-05-31,Defender,Centre-Back,Right,186,300000.0,700000.0,NaN,2024-06-30,GR1,NaN,Luan Sendeiro,luan,https://img.a.transfermarkt.technology/portrait/header/349820-1658380413.png?lm=1,2021,https://www.transfermarkt.co.uk/luan/profil/spieler/349820,4682,4681,70,70,181,78,31,Right,62.0,65.0,62.666667,71.666667,63.428571,58.500,13.0
38,178838,Bachana Arabuli,3999,Pas Lamia 1964,Georgia,Georgia,Tiflis,1994-01-05,Attack,Centre-Forward,Left,188,400000.0,500000.0,LLC FT COMPANY,2023-06-30,GR1,Bachana,Arabuli,bachana-arabuli,https://img.a.transfermarkt.technology/portrait/header/178838-1545854616.jpg?lm=1,2021,https://www.transfermarkt.co.uk/bachana-arabuli/profil/spieler/178838,13816,13815,61,61,188,72,29,Left,59.0,34.0,57.333333,50.333333,65.571429,57.125,9.6
39,66117,Miguel Angel Martinez,3999,Pas Lamia 1964,Spain,Spain,Barcelona,1991-05-17,Defender,Centre-Back,Left,183,200000.0,500000.0,NaN,NaN,GR1,Ángel,Martínez,angel-martinez,https://img.a.transfermarkt.technology/portrait/header/66117-1608581599.png?lm=1,2021,https://www.transfermarkt.co.uk/angel-martinez/profil/spieler/66117,8475,8474,66,74,188,78,24,Right,15.5,10.0,28.500000,20.333333,36.428571,15.125,65.6
40,704801,Joe Mcglynn,1132,Fc Burnley,Scotland,England,Warrington,2002-09-27,Attack,Centre-Forward,NaN,0,NaN,NaN,Unique Sports Group,NaN,GB1,Joe,McGlynn,joe-mcglynn,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/joe-mcglynn/profil/spieler/704801,17466,17465,53,63,180,70,20,Right,55.5,17.5,39.666667,37.666667,58.857143,48.000,7.4
41,63200,Ashley Barnes,1132,Fc Burnley,England,England,Bath,1989-10-30,Attack,Centre-Forward,Right,185,1000000.0,10000000.0,CAA Base Ltd,2023-06-30,GB1,Ashley,Barnes,ashley-barnes,https://img.a.transfermarkt.technology/portrait/header/63200-1516038061.jpg?lm=1,2021,https://www.transfermarkt.co.uk/ashley-barnes/profil/spieler/63200,5110,5109,70,70,186,84,33,Right,69.0,42.5,70.166667,67.000000,65.857143,68.750,9.4
42,101500,Matej Vydra,1132,Fc Burnley,Czech Republic,CSSR,Chotěboř,1992-05-01,Attack,Centre-Forward,Right,180,1700000.0,10000000.0,CHOVANECSPORT,2025-06-30,GB1,Matej,Vydra,matej-vydra,https://img.a.transfermarkt.technology/portrait/header/101500-1520420314.jpg?lm=1,2021,https://www.transfermarkt.co.uk/matej-vydra/profil/spieler/101500,2826,2825,73,73,180,71,30,Right,73.5,31.0,62.166667,66.333333,76.285714,71.250,12.2
43,53360,Jay Rodriguez,1132,Fc Burnley,England,England,Burnley,1989-07-29,Attack,Centre-Forward,Right,185,1200000.0,13000000.0,Beswicks Sports Ltd,2024-06-30,GB1,Jay,Rodríguez,jay-rodriguez,https://img.a.transfermarkt.technology/portrait/header/53360-1520417169.jpg?lm=1,2021,https://www.transfermarkt.co.uk/jay-rodriguez/profil/spieler/53360,2293,2292,74,74,185,84,33,Right,73.0,25.5,65.000000,68.333333,68.428571,73.125,12.6
44,14221,Aaron Lennon,1132,Fc Burnley,England,England,Chapeltown,1987-04-16,Attack,Right Winger,Right,165,NaN,21000000.0,CAA Base Ltd,NaN,GB1,Aaron,Lennon,aaron-lennon,https://img.a.transfermarkt.technology/portrait/header/14221-1668518582.jpg?lm=1,2021,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221,1149,1148,76,79,178,70,25,Left,76.0,73.5,68.000000,73.333333,68.571429,58.125,11.8
45,14221,Aaron Lennon,1132,Fc Burnley,England,England,Chapeltown,1987-04-16,Attack,Right Winger,Right,165,NaN,21000000.0,CAA Base Ltd,NaN,GB1,Aaron,Lennon,aaron-lennon,https://img.a.transfermarkt.technology/portrait/header/14221-1668518582.jpg?lm=1,2021,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221,4026,4025,71,75,185,71,27,Right,20.5,18.5,34.833333,26.000000,47.857143,23.625,69.6
46,614700,Dara Costelloe,1132,Fc Burnley,Ireland,Ireland,Limerick,2002-12-11,Attack,Left Winger,Left,175,300000.0,300000.0,NaN,NaN,GB1,Dara,Costelloe,dara-costelloe,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/dara-costelloe/profil/spieler/614700,11849,11848,63,74,181,74,20,Right,66.0,28.0,46.666667,58.333333,65.428571,50.875,13.2
47,657863,Lewis Richardson,1132,Fc Burnley,England,NaN,NaN,2003-02-07,Attack,Attacking Midfield,NaN,0,200000.0,200000.0,CAA Base Ltd,NaN,GB1,Lewis,Richardson,lewis-richardson,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/lewis-richardson/profil/spieler/657863,14015,14014,61,75,179,70,20,Right,63.0,20.5,46.500000,44.666667,64.428571,54.625,8.8
48,596217,Mark Helm,1132,Fc Burnley,England,England,Warrington,2001-10-21,Midfield,Central Midfield,Right,173,NaN,NaN,GW Sports,2023-06-30,GB1,Mark,Helm,mark-helm,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/mark-helm/profil/spieler/596217,15954,15953,58,65,178,70,21,Right,56.5,31.5,52.333333,54.333333,63.714286,50.000,9.8
49,293569,Josh Brownhill,1132,Fc Burnley,England,England,Warrington,1995-12-19,Midfield,Central Midfield,Right,179,9000000.0,9000000.0,NaN,2024-06-30,GB1,Josh,Brownhill,josh-brownhill,https://img.a.transfermarkt.technology/portrait/header/293569-1547129429.jpg?lm=1,2021,https://www.transfermarkt.co.uk/josh-brownhill/profil/spieler/293569,1629,1628,75,76,180,69,27,Right,75.0,72.5,75.333333,70.666667,74.571429,65.250,9.4
50,15773,Phil Bardsley,1132,Fc Burnley,Scotland,England,Salford,1985-06-28,Defender,Right-Back,Right,180,250000.0,6000000.0,NaN,2023-06-30,GB1,Phil,Bardsley,phil-bardsley,https://img.a.transfermarkt.technology/portrait/header/15773-1520607738.jpg?lm=1,2021,https://www.transfermarkt.co.uk/phil-bardsley/profil/spieler/15773,8162,8161,67,67,180,79,37,Right,65.0,69.5,67.500000,66.000000,57.285714,54.375,9.0
51,102258,Matthew Lowton,1132,Fc Burnley,England,England,Chesterfield,1989-06-09,Defender,Right-Back,Right,180,400000.0,5000000.0,NaN,2023-05-31,GB1,Matthew,Lowton,matthew-lowton,https://img.a.transfermarkt.technology/portrait/header/102258-1410951299.jpg?lm=1,2021,https://www.transfermarkt.co.uk/matthew-lowton/profil/spieler/102258,2845,2844,73,73,180,78,33,Right,72.5,72.5,71.166667,72.000000,66.714286,62.000,8.6
52,40613,Jack Cork,1132,Fc Burnley,England,England,London,1989-06-25,Midfield,Defensive Midfield,Right,185,1200000.0,15000000.0,Wasserman,2024-06-30,GB1,Jack,Cork,jack-cork,https://img.a.transfermarkt.technology/portrait/header/40613-1518793899.jpg?lm=1,2021,https://www.transfermarkt.co.uk/jack-cork/profil/spieler/40613,2326,2325,74,74,184,75,33,Right,69.0,72.0,70.166667,72.333333,61.857143,63.875,10.4
53,91317,Ashley Westwood,1132,Fc Burnley,England,England,Nantwich,1990-04-01,Midfield,Defensive Midfield,Right,174,1000000.0,7000000.0,Wasserman,2023-06-30,GB1,Ashley,Westwood,ashley-westwood,https://img.a.transfermarkt.technology/portrait/header/91317-1672677115.jpg?lm=1,2021,https://www.transfermarkt.co.uk/ashley-westwood/profil/spieler/91317,1793,1792,75,75,175,73,32,Right,71.0,72.0,72.500000,76.333333,68.714286,66.500,10.2
54,686839,Owen Dodgson,1132,Fc Burnley,England,England,Lancaster,2003-03-19,Defender,Left-Back,Left,178,NaN,NaN,CAA Stellar,2025-06-30,GB1,Owen,Dodgson,owen-dodgson,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/owen-dodgson/profil/spieler/686839,14729,14728,60,71,178,70,19,Left,58.5,57.0,52.666667,55.333333,63.428571,44.250,9.6
55,195633,Charlie Taylor,1132,Fc Burnley,England,England,York,1993-09-18,Defender,Left-Back,Left,183,3000000.0,7000000.0,InterLex Sport,2024-06-30,GB1,Charlie,Taylor,charlie-taylor,https://img.a.transfermarkt.technology/portrait/header/195633-1477569120.jpg?lm=1,2021,https://www.transfermarkt.co.uk/charlie-taylor/profil/spieler/195633,2200,2199,74,74,185,70,29,Left,72.0,74.0,70.166667,70.333333,71.142857,57.125,10.8
56,788283,Bobby Thomas,1132,Fc Burnley,England,England,Chester,2001-01-30,Defender,Centre-Back,Right,186,150000.0,200000.0,NaN,2023-05-31,GB1,Bobby,Thomas Kaminski,bobby-thomas,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2021,https://www.transfermarkt.co.uk/bobby-thomas/profil/spieler/788283,10864,10863,64,74,191,77,22,Right,47.5,64.0,52.500000,44.666667,59.285714,38.250,11.0
57,43763,Erik Pieters,1132,Fc Burnley,Netherlands,Netherlands,Tiel,1988-08-07,Defender,Left-Back,Left,183,400000.0,7000000.0,Unique Sports Group,2023-06-30,GB1,Erik,Pieters,erik-pieters,https://img.a.transfermarkt.technology/portrait/header/43763-1467639125.jpg?lm=1,2021,https://www.transfermarkt.co.uk/erik-pieters/profil/spieler/43763,5133,5132,70,70,183,87,34,Left,70.5,72.5,70.666667,69.000000,61.285714,51.125,12.2
